name,country,price,sku_link,alc,style,beer_type,desc
PARALLEL 49 - APRICOTOPUS SOUR TALL CAN,Canada,$2.69,/product/82787,5%,Sour,Domestic Beer - BC Craft Beer,"A little known fact about the octopus is that they love apricots and beer. This lightly sour ale is made with apricots and fermented with lactobacillus for fruity tartness. It's going to make you wish you had more arms! 
"
PARALLEL 49 - CRAFT LAGER CAN,Canada,$20.29,/product/449959,5%,Lager,Domestic Beer - BC Craft Beer,"A light, clean lager with a hint of malt and subtle hop flavour; an iconic East Van beer. Clean, crisp and refreshing. A pale lager brewed with all malted barley and local Sterling hops grown at Sartori Cedar Ranch in Chilliwack, BC. Fermented cool using a traditional German lager yeast.
"
PARALLEL 49 - CRAFT PACK CANS,Canada,$24.49,/product/186059,5%,Variety Pack,Domestic Beer - BC Craft Beer,"Parallel 49 brings you three of the most refreshing and easy-drinking styles from their award-winning roster, including the iconic Craft Lager, Craft Pale Ale and Craft Pilsner, in an easy-to-share 12-pack format.
"
PARALLEL 49 - CRAFT PALE ALE TALL CAN,Canada,$2.29,/product/254842,5%,Pale Ale,Domestic Beer - BC Craft Beer,No info
PARALLEL 49 - CRAFT PILSNER 6PK CAN,Canada,$9.99,/product/135801,5%,Pilsner,Domestic Beer - BC Craft Beer,"Our Craft Pilsner is inspired by the traditional Czech Pilsner style and is brewed with Saaz and Saphir hops with a blend of Moravian and Canadian Pilsner malt. This beer is crisp and refreshing with a rich and complex bready maltiness complimented by the slightly spicy and floral hop character.
"
PARALLEL 49 - FILTHY DIRTY IPA CAN,Canada,$12.79,/product/152658,7.2%,India Pale Ale,Domestic Beer - BC Craft Beer,"A West Coast style IPA with a tonne of hop flavour and aroma. Subtle sweet malt flavour backs up the huge amount of orange, grapefruit, pine and floral aromas this beer expels.
"
PARALLEL 49 - SALTY SCOT SEA SALTED CARAMEL SCOTCH ALE TALL,Canada,$2.89,/product/209101,7.5%,Scotch Ale,Domestic Beer - BC Craft Beer,"Rich, sweet caramel offset by the tangy presence of salt is what gives this beer its distinct profile 
"
PARALLEL 49 - SCHADENFREUDE PUMPKIN OKTOBERFEST CAN,Canada,$12.99,/product/173693,5%,Lager,Domestic Beer - BC Craft Beer,"This malty Oktoberfest style lager has real pumpkin added to the mash and pumpkin pie spices added to the brew kettle.  Expect a malty lager with pumpkin, cinnamon, nutmeg and ginger. 
"
PARALLEL 49 - TOQUES OF HAZZARD DOUBLE WHITE IPA TALL CAN,Canada,$2.69,/product/234760,9.2%,India Pale Ale,Domestic Beer - BC Craft Beer,"There are big tropical flavours and notes of pine in this IPA that is not overly bitter and has a warming finish. 
"
PARALLEL 49 - TRASH PANDA I.P.A CAN,Canada,$12.79,/product/37080,5.5%,India Pale Ale,Domestic Beer - BC Craft Beer,"A North East-style hazy IPA. Huge amounts of dry hopping give this beer complex notes of melon, tropical fruit, and pear. 
"
PARALLEL 49 - TRICYCLE GRAPEFRUIT RADLER CAN,Canada,$11.79,/product/526897,3.5%,Radler,Domestic Beer - BC Craft Beer,"Grapefruit beer made with Basic hops and malts used for brewing a lager and fortified with natural grapefruit juice.
"
PARALLEL 49 - UNPARALLELED 8 PACK TALL CAN,Canada,$18.79,/product/207963,5.8%,Variety Pack,Domestic Beer - BC Craft Beer,"A mixer pack like no other, Parallel 49's Unparalleled Pack boasts the perfect pairing of light yet hoppy Jerkface 9000 Wheat Ale and Hillbilly Ninja Hazy Pale Ale, along with hop bombs, Filthy Dirty IPA and the infamously juicy, Trash Panda Hazy IPA.
"
PARKSIDE - DAWN PILSNER CAN,Canada,$12.29,/product/243527,4.9%,Pilsner,Domestic Beer - BC Craft Beer,"A refreshing and sessionable Pilsner that pays homage to traditional German style with sublime balance between malt and hop. Pairs well with white fish, roast chicken, pork, and sushi.
"
PARKSIDE - DREAMBOAT TALL CAN,Canada,$14.29,/product/131066,6.3%,India Pale Ale,Domestic Beer - BC Craft Beer,No info
PARKSIDE - DUSK PALE ALE CAN,Canada,$12.29,/product/234229,5.3%,Pale Ale,Domestic Beer - BC Craft Beer,"A relaxed West Coast Pale Ale with an emphasis on hop flavour rather than bitterness. Subtle malt combined with hop aromatics create a highly satisfying pale ale for any occasion. Pairs well with grilled food, barbecue, ribs, and burgers.
"
PAULANER - HEFE WEISSEBIER TALL CAN,Germany,$2.69,/product/652057,5.5%,Wheat,Import Beer,"The No. 1 Hefe-Weißbier in Germany and one of the world’s favourites. Naturally cloudy and shining silky gold in the glass under a really strong head of foam. At the first mouthful this Weißbier classic has a mild aroma of banana. Finer palates detect a trace of mango and pineapple and the balance between sweet and bitter. Beer connoisseurs appreciate the fine note of yeast and the mild but sparkling mix of aromas. 
"
PAULANER OKTOBERFEST TO GO GIFT PACK,Germany,$16.29,/product/132761,6%,Other,Import Beer,No info
PERONI NASTRO  AZZURRO TALL CAN,Italy,$2.69,/product/652487,5.1%,Lager,Import Beer,"Exceptionally crisp and clean with balanced malt and bitterness on palate.
"
PERONI NASTRO AZZURRO,Italy,$14.29,/product/525188,5.2%,Lager,Import Beer,"Exceptionally crisp and clean with balanced malt and bitterness on palate.  
"
PERSEPHONE BREWING - GODDESS GOLDEN ALE,Canada,$12.79,/product/62851,5%,Pale Ale,Domestic Beer - BC Craft Beer,"Modeled after an English style summer bitter. Crisp, dry and refreshing, with a light biscuity malty character. A delicate, herbal hop aroma, backed with an assertive bitterness. 
"
PERSEPHONE BREWING - INDIA PALE ALE CAN,Canada,$13.79,/product/55026,6.5%,Bitter,Domestic Beer - BC Craft Beer,No info
PERSEPHONE BREWING - PALE ALE,Canada,$12.99,/product/437608,5.5%,Pale Ale,Domestic Beer - BC Craft Beer,"This hop-forward, American-style Pale Ale is medium-bodied, light in colour, and bursting with juicy tropical fruit aromas from large additions of Citra Hops. Notes of grapefruit, mango and papaya are balanced by a modest bitterness and light malt profile. An easy-drinking pale ale for the hop lover.
"
PHILLIPS - BLUE BUCK ALE,Canada,$11.99,/product/751081,5%,Pale Ale,Domestic Beer - BC Craft Beer,"Pouring a medium amber colour with a straw head. Light crystal malts and subtle Northwest hops drive the aroma, while body and mouthfeel are kept light and drinkable. Clean finishing and subtle in every way.
"
PHILLIPS - BLUE BUCK ALE CAN,Canada,$12.29,/product/399717,5%,Pale Ale,Domestic Beer - BC Craft Beer,"Pouring a light amber colour with a straw head, soft aromas of citrus and hints of pine lead to a robust malt flavour accented with toasted caramel undertones. Its light and balanced mouthfeel finishes refreshingly crisp.
"
PHILLIPS - CITRICITY GRAPEFRUIT ZEST IPA CAN,Canada,$12.29,/product/32222,6.2%,India Pale Ale,Domestic Beer - BC Craft Beer,"Pours a sunset golden colour with a pillow white head.  Freshly peeled grapefruit sparkles off the nose, with crisp citrus flavours set against a backdrop of fruit-forward hops. Finishes hoppy and clean with a persistent citrus note.
"
PHILLIPS - MIXED PACK CAN,Canada,$21.79,/product/281204,5%,Variety Pack,Domestic Beer - BC Craft Beer,"Anchored by the infamous Blue Buck, and flanked by the beloved analogue Kolsch, classic Phoenix Golden Lager and the award-winning Pilsner. 
"
PHILLIPS BREWING - CRAN GERINE DREAM TALL CAN,Canada,$3.39,/product/74383,5%,Belgian Ale,Domestic Beer - BC Craft Beer,No info
PHILLIPS BREWING - ELECTRIC UNICORN WHITE IPA CAN,Canada,$12.29,/product/291021,6.5%,India Pale Ale,Domestic Beer - BC Craft Beer,"Belgian Wit yeast and a heavy dry hop dominate the profile of this brew. Balanced malt and minimal bitterness showcases Northwest hops and complex esters in a very drinkable package. Expect typical Belgian Wit esters and fruity, complex aromas.
"
PHILLIPS BREWING - GLITTER BOMB CAN,Canada,$12.29,/product/173672,5%,India Pale Ale,Domestic Beer - BC Craft Beer,"With huge tropical fruit aromas of pineapple, guava, orange and mango, Glitter Bomb is a to style Hazy Pale Ale with a hazy straw appearance that balances fruit smoothie flavours with soft piney bitterness, all wrapped up in a medium body with a pleasantly full mouthfeel. It’s like drinking a colourful sunset on a tropical island. 
"
PHILLIPS BREWING - HOP CIRCLE IPA CAN,Canada,$12.29,/product/70979,6.5%,India Pale Ale,Domestic Beer - BC Craft Beer,"Pours a golden straw colour with a thick frothy head.  Bold aromas of citrus with a fresh pine undertone.  Has a clean fruity flavour with a grapefruit bitter finish. Heavily whirlpool hopped, and minimally dry hopped for persistent, fresh hop flavour.
"
PHILLIPS BREWING - OCTOBOX 8 PACK TALL CAN,Canada,$19.79,/product/43550,6.5%,India Pale Ale,Domestic Beer - BC Craft Beer,No info
PHILLIPS BREWING - PHOENIX GOLD LAGER CAN,Canada,$9.49,/product/80923,5%,Lager,Domestic Beer - BC Craft Beer,"Phoenix gold lager pours a rich, golden colour with a creamy white head. The nose has pronounced Noble hop aroma, and clean lager esters.  Medium bodied, this beer finishes with a clean, drying bitterness and bready malt character.  Phoenix Gold Lager pairs well with spicy Asian foods, mild white cheeses and fresh seafoods.
"
PHILLIPS BREWING - PILSNER CAN,Canada,$12.29,/product/273086,5%,Pilsner,Domestic Beer - BC Craft Beer,"Pours golden straw colour with a dense white foam cap. Patiently cold aged, it is engineered to be clean, crisp and bright. Bready, doughy malt and a soft water profile form the basis for subtle yeast esters and a blend of Noble and American hops. Finishes clean with medium mouthfeel and a lingering breadiness.
"
PHILLIPS BREWING - TIGER SHARK CITRA PALE ALE CAN,Canada,$12.29,/product/193941,4.7%,Pale Ale,Domestic Beer - BC Craft Beer,"Sometimes breaking convention yields more delicious results and this Citra-focused beer is a pale ale re-imagined. Bred to attack the palate, TigerShark is a tropical alpha beast packed with juicy passion fruit and citrus flavour without the bitter bite.
"
PHILLIPS BREWING HOP BOX MIXED CAN PACK,Canada,$22.49,/product/757757,6.5%,Variety Pack,Domestic Beer - BC Craft Beer,"The hop box is a specially designed long range hop transport case. Hop Box delivers a range of hopped beer styles with Glitterbomb Hazy Pale Ale, Tiger Shark Pale Ale, Electric Unicorn White IPA and Hop Circle IPA!
"
PILSNER URQUELL,Czech Republic,$13.99,/product/388900,4.4%,Pilsner,Import Beer,"Complex maltiness with soft bitterness; slightly sweet with a honey-nut and toasted grain character.
"
PILSNER URQUELL TALL CAN,Czech Republic,$2.69,/product/255380,4.4%,Pilsner,Import Beer,"Complex maltiness with soft bitterness; slightly sweet with a honey-nut and toasted grain character.
"
POSTMARK BREWING - STOUT SINGLE TALL CAN,Canada,$2.19,/product/189170,4.8%,Stout,Domestic Beer - BC Craft Beer,No info
POWELL STREET -  OLD JALOPY TALL CANS,Canada,$12.99,/product/136923,5.5%,Pale Ale,Domestic Beer - BC Craft Beer,"Gold Winner, 2018 World Beer Cup: A twist on a traditional English Pale Ale. English pale and caramel malts combined with the spicy, citrusy, and floral notes of the North American Hop gives this ale a very distinct sensory profile.
"
R AND B BREWING - DUDE CHILLING PALE ALE - TALL CAN,Canada,$11.29,/product/19383,5.2%,Pale Ale,Domestic Beer - BC Craft Beer,No info
RADEBERGER PILSNER TALL CAN,Germany,$2.39,/product/123257,4.8%,Pilsner,Import Beer,"Radeberger is a Pilsner-style lager; full-bodied and harmoniously balanced with a slight, bitter hop character. The beer presents with a brilliant, honey-gold color with an above- average head retention. A combination of high-quality hops, pure spring water, and lively carbonation offer a delightful and unique texture.  
"
RED COLLAR BREWING -  IPA,Canada,$5.59,/product/758755,6.25%,Other,Domestic Beer - BC Craft Beer,"Chock-full of citrus and tropical fruit aromas from using a blend of Pacific Northwest hops, the bitterness is balanced by caramel malt flavours.
"
RED RACER - DIRTY BLONDE ALE TALL CAN,Canada,$9.29,/product/101700,5%,Blonde Ale,Domestic Beer - BC Craft Beer,No info
RED RACER - IPA TALL CAN,Canada,$11.99,/product/102132,6.5%,India Pale Ale,Domestic Beer - BC Craft Beer,No info
RED RACER - NORTHWEST PALE ALE TALL CAN,Canada,$11.29,/product/101673,5%,Pale Ale,Domestic Beer - BC Craft Beer,No info
RED RACER - PILS TALL CAN,Canada,$9.29,/product/101686,5%,Pilsner,Domestic Beer - BC Craft Beer,No info
RED RACER - STREET LEGAL DEALCOHOLIZED IPA TALL CAN,Canada,$9.29,/product/123659,0.5%,No info,De-Alcoholized Beer,"Red Racer Street Legal IPA is Canada's best tasting de-alcoholized craft beer. Street Legal IPA is traditionally brewed before having the alcohol removed. Enjoy!
"
RED STRIPE,Jamaica,$13.79,/product/178491,5%,Lager,Import Beer,"Red Stripe Jamaican Lager is a golden, crisp premium imported lager. There is simply nothing else like it's refreshing flavour and refreshing attitude. Perfect with barbecued meats, spicy curries and zingy spice based dishes.
"
RED TRUCK - AMBER ALE 8 CANS,Canada,$13.99,/product/233781,5.2%,Amber Ale,Domestic Beer - BC Craft Beer,"A blend of premium malts with cascade hops creates a perfect balance of caramel and roasted malt favours that finish with a hoppy bite, bringing you ale perfection. 
"
RED TRUCK - HARD DAY IPA TALL CANS,Canada,$2.59,/product/155570,6.3%,India Pale Ale,Domestic Beer - BC Craft Beer,"Crystal malts balanced with a truckload of hops bring you a toffee malty sweetness with a dry fresh finish. Our IPA will stand up to even the most intense dishes. Take it for a spin with the spiciest wings you can find.
"
RED TRUCK - LAGER CAN,Canada,$13.99,/product/4215,5%,Lager,Domestic Beer - BC Craft Beer,"This traditional European style lager is made with all Canadian malts and Saaz hops, a classic ""noble"" aroma hop with longstanding traditions just like the style itself. Clean and crisp in style, this lager is designed to be an easy drinking full-bodied beer that doesn't compete with anything you're eating. 
"
RED TRUCK BEER - 8 CAN MIXER,Canada,$13.99,/product/131970,6.5%,India Pale Ale,Domestic Beer - BC Craft Beer,No info
RED TRUCK BEER - HARD DAY NORTHWEST IPA 8 CAN,Canada,$13.99,/product/136901,6.3%,India Pale Ale,Domestic Beer - BC Craft Beer,"Crystal malts balanced with a truckload of hops bring you a toffee malty sweetness with a dry fresh finish. Our IPA will stand up to even the most intense dishes. Take it for a spin with the spiciest wings you can find.
"
RED TRUCK BEER - MIXER 12 CAN,Canada,$22.29,/product/209341,6.3%,Variety Pack,Domestic Beer - BC Craft Beer,"Includes: three 4.8% Endless Summer Golden Ale with hints of orange and coriander, three 5.2% Round Trip Amber Ale where stone fruit aromas with pine and citrus brought forward by cascade hops, three 6.3% Field Trip Northwest IPAs and three of Red Truck Beer's award-winning 5.0% Road Trip Classic Lager.
"
RED TRUCK BEER - TRUK TRUK SUMMER ALE 8 CANS,Canada,$13.99,/product/101434,4%,Blonde Ale,Domestic Beer - BC Craft Beer,"Truk Truk Summer Ale is the quintessential cooler beer for lively adventures or leisurely days. Zipping in at 4.0% and only 92 calories, this immensely refreshing low-calorie beer packs a huge tropical punch! Packed with mango and passionfruit, this beer is brewed to enjoy over and over.  
"
RICKARDS RED,Canada,$12.29,/product/927228,5.2%,Amber Ale,Domestic Beer - National Domestic Beer,"A full-flavoured, medium-bodied Red ale. It features a slight hoppy bitterness balanced with candy-like caramel malt sweetness. Brewed using a signature Munich Malt with a touch of brewer's caramel, to create a striking, ruby red appearance and a bold, refreshing taste. A perfect complement for grilled meats.
"
RIOT BREWING CO - WORKING CLASS HERO DARK MILD,Canada,$6.09,/product/899807,4%,Brown Ale,Domestic Beer - BC Craft Beer,"Brewed with chocolate and crystal malts, this Dark Mild has some roasted notes of chocolate and coffee. Staying true to style, the beer is lower in alcohol and remains fairly light in flavour and mouthfeel.
"
RUSSELL BREWING - A WEE ANGRY SCOTCH ALE,Canada,$5.49,/product/878009,6.5%,Scotch Ale,Domestic Beer - BC Craft Beer,"This beer is strong, dark ale with roasted malt flavours of dark fruit and toffee. It also delivers a slightly smoky character.
"
RUSSELL BREWING - BLOOD ALLEY ESB TALL CAN,Canada,$12.29,/product/153990,5.5%,Bitter,Domestic Beer - BC Craft Beer,No info
RUSSELL BREWING - CREAM ALE TALL CAN,Canada,$10.49,/product/95508,5%,Cream Ale,Domestic Beer - BC Craft Beer,No info
SALT SPRING ISLAND ALES - HEATHER ALE,Canada,$6.09,/product/505313,5.2%,Other,Domestic Beer - BC Craft Beer,"This medium-bodied ale is deep gold in colour and infused with heather flowers for a honey-clover flavour and mead-like mouthfeel. Brewed with spring water and organic base malt, mild hopping adds balance and a crisp finish.
"
SAN MIGUEL,Philippines,$13.29,/product/472738,5%,Pilsner,Import Beer,No info
SAPPORO - 6PK BOTTLE,Canada,$13.79,/product/187512,5%,Pilsner,Domestic Beer - National Domestic Beer,No info
SAPPORO - TALL CAN,Canada,$2.59,/product/224501,5%,Pilsner,Domestic Beer - National Domestic Beer,"With age comes distinction. Brewed since 1876, this is Japan’s oldest beer. The distinct malt flavour commands your taste buds, from the first sip to the last drop with a crisp taste, refreshing flavour, and clean finish.
"
SCHNEIDER WEISSE ORIGINAL,Germany,$3.39,/product/366070,5.4%,Wheat,Import Beer,"With its amber-mahogany colouring, It is pleasantly fruity with a typical top-fermented smell, an aroma of clove, nutmeg, and apple tantalizes the nose. On the tongue, it is full-bodied, harmonious and well-balanced. It finishes with light, delicate taste of bitters leaving behind a pleasantly dry impression.
"
SHAFTEBURY - 15 PACK CAN,Canada,$19.99,/product/46433,5%,Variety Pack,Domestic Beer - BC Craft Beer,"Here's a great value, so you may want to grab two. You never know when company may drop by.
"
SHOCK TOP BELGIAN WHITE CAN,Canada,$25.99,/product/51868,5.2%,Wheat,Domestic Beer - National Domestic Beer,"Unfiltered Belgian-style white ale that is naturally cloudy with a billowy foam head and light golden hue. Slight taste of citrus peel and coriander, with a smooth, refreshing finish.
"
SIERRA NEVADA - PALE ALE 6 PACK CANS,USA,$14.49,/product/64940,5.6%,India Pale Ale,Import Beer,"Its unique piney and grapefruit aromas from the use of whole-cone American hops have fascinated beer drinkers for decades and made this beer a classic, yet it remains new, complex and surprising. It is all natural, bottle conditioned and refreshingly bold.
"
SINGHA LAGER,Thailand,$13.99,/product/676395,5%,Lager,Import Beer,"Made from 100% barley malt, this germanstyle lager has a mild, light taste. Its crisp, clean bittersweet malts hit up front with a fast-changing dry, herbal and slightly spicy hop flavour that dries up the palate quickly and washes the brew down smoothly.
"
SLEEMAN  - SELECTIONS WINTER CAN,Canada,$22.49,/product/49653,5%,Amber Ale,Domestic Beer - National Domestic Beer,"The Sleeman Fireside Favourite pack features our three Sleeman favorites: Original Draught, Honey Brown Lager and Cream Ale. Also included in the pack is our new winter seasonal brew; Wheel Dog Winter Ale!
"
SLEEMAN - CLEAR CAN,Canada,$25.99,/product/67320,4%,Lager,Domestic Beer - National Domestic Beer,"An easy drinking beer with a light straw colour. Clear 2.0’s light body and soft citrus aromas complement its crisp and refreshing finish.
"
SLEEMAN - CLEAR CAN,Canada,$14.29,/product/695437,4%,Lager,Domestic Beer - National Domestic Beer,"An easy drinking beer with a light straw colour. Clear 2.0’s light body and soft citrus aromas complement its crisp and refreshing finish.
"
SLEEMAN - HONEY BROWN LAGER,Canada,$22.79,/product/681403,5%,Dark Lager,Domestic Beer - National Domestic Beer,"The Honey Brown boasts a rich copper colour with a creamy, off-white foam, creating a full-bodied lager with a touch of natural honey and a slightly sweet finish. The distinctive clover honey notes in this fine brew accent the aromas of toasted grain and caramel. 
"
SLEEMAN - HONEY BROWN LAGER,Canada,$12.79,/product/681411,5%,Dark Lager,Domestic Beer - National Domestic Beer,"The Honey Brown boasts a rich copper colour with a creamy, off-white foam, creating a full-bodied lager with a touch of natural honey and a slightly sweet finish. The distinctive clover honey notes in this fine brew accent the aromas of toasted grain and caramel. 
"
SLEEMAN - HONEY BROWN LAGER CAN,Canada,$22.49,/product/488254,5.5%,Dark Lager,Domestic Beer - National Domestic Beer,"The Honey Brown boasts a rich copper colour with a creamy, off-white foam, creating a full-bodied lager with a touch of natural honey and a slightly sweet finish. The distinctive clover honey notes in this fine brew accent the aromas of toasted grain and caramel. 
"
SLEEMAN - HONEY BROWN LAGER CAN,Canada,$12.29,/product/643858,5.3%,Dark Lager,Domestic Beer - National Domestic Beer,"The Honey Brown boasts a rich copper colour with a creamy, off-white foam, creating a full-bodied lager with a touch of natural honey and a slightly sweet finish. The distinctive clover honey notes in this fine brew accent the aromas of toasted grain and caramel.
"
SLEEMAN - ORIGINAL DRAUGHT,Canada,$22.49,/product/367458,5%,Lager,Domestic Beer - National Domestic Beer,"With its golden colour and concentrated white foam collar, Original Draught is well balanced and easy to drink. 
"
SLEEMAN - ORIGINAL DRAUGHT CAN,Canada,$23.79,/product/207431,5%,Lager,Domestic Beer - National Domestic Beer,"With its golden colour and concentrated white foam collar, Original Draught is well balanced and easy to drink.
"
SLEEMAN - ORIGINAL DRAUGHT CAN,Canada,$13.29,/product/496547,5%,Lager,Domestic Beer - National Domestic Beer,"With its golden colour and concentrated white foam collar, Original Draught is well balanced and easy to drink. 
"
SOL BEER,Mexico,$12.99,/product/415661,4.5%,Lager,Import Beer,"The brand has been brewed in Mexico since 1899. It is a light golden lager that has an approachable, smooth and has a refreshing taste.
"
SPINNAKERS - IMPERIAL IPA,Canada,$6.29,/product/421792,8%,Other,Domestic Beer - BC Craft Beer,No info
ST BERNARDUS ABT 12,Belgium,$5.09,/product/646000,10.5%,Other,Import Beer,No info
STANLEY PARK BREWING - 1897 AMBER CAN,Canada,$11.99,/product/255573,5.1%,Amber Ale,Domestic Beer - National Domestic Beer,"This traditional pub-style amber ale has soft caramel aromas and toasted malt flavour. 
"
STANLEY PARK BREWING - CONCESSION STAND CAN,Canada,$22.49,/product/119357,5%,Other,Domestic Beer - National Domestic Beer,"Try our new rotational mix pack featuring our SunSetter Peach Wheat Ale and the new Brewpub Lager! 3 x SunSetter Peach Wheat Ale, 3 x Trail Hopper IPA, 3 x Daytrip West Coast Lager, 3 x Brewpub Lager"
STANLEY PARK BREWING - DAYTRIP CAN,Canada,$11.99,/product/4278,4.4%,Lager,Domestic Beer - National Domestic Beer,"Smooth tasting and sessionable. Light citrus hop character. 
"
STANLEY PARK BREWING - ELECTRO LAGER CAN,Canada,$12.49,/product/171262,4%,Lager,Domestic Beer - National Domestic Beer,"A crisp, clean, yet flavourful light lager. Brewed with barley, oats, and sea-salt. Dry hopped to add a subtle citrus note. 90 calories and 3 grams of carbs per can.
"
STANLEY PARK BREWING - LAYER UP WINTER WHEAT ALE CAN,Canada,$11.99,/product/164470,5.2%,Wheat,Domestic Beer - National Domestic Beer,"This dark Winter Wheat Ale combines lush layers of fig, raspberry, orange and ginger flavours with a smooth caramel sweetness. 
"
STANLEY PARK BREWING - TALL CAN MIXER,Canada,$17.99,/product/82035,5%,Variety Pack,Domestic Beer - National Domestic Beer,"Introducing our 8 Pack Tall Can Mixer with your favourite Stanley Park Brewing Beers! 2 x Day Trip West Coast Lager, 2 x Noble Pilsner, 2 x Windstorm West Coast Pale Ale and 2 x Trail Hopper IPA.
"
STANLEY PARK BREWING - TRAIL HOPPER IPA TALL CAN,Canada,$2.39,/product/198890,6.8%,India Pale Ale,Domestic Beer - National Domestic Beer,"Full-bodied, aromatic and juicy. This delicious IPA gets its bold flavour from generous additions of Citra and Simcoe hops.
"
STANLEY PARK BREWING - WAYPOINT HAZY PALE ALE CAN,Canada,$11.99,/product/102158,5.2%,Pale Ale,Domestic Beer - National Domestic Beer,This Hazy Pale Ale has grapefruit citrus and tropical fruit flavours and aromas. It is medium bodied with a low perceived bitterness.
STANLEY PARK BREWING - WINDSTORM TALL CAN,Canada,$2.39,/product/198832,5.4%,Pale Ale,Domestic Beer - National Domestic Beer,"Tropical fruit and citrus hop character. Medium body, full flavour. And .10 cents from every Tall Can sold benefits the Stanley Park Ecology Society!
"
STEAM WHISTLE - PILSNER CAN,Canada,$11.99,/product/672816,5%,Pilsner,Domestic Beer - Outside of BC Beer,"The flagship beer of Toronto craft brewery, Steam Whistle. Pouring a medium gold with a fine head, the nose is fragrant with fresh hop aromas; the medium weight palate offers average carbonation with light grainy malt and floral character finishing with a refreshing bitterness.
"
STEAM WHISTLE - STEAMY SAMPLER TALL CAN,Canada,$16.49,/product/92133,5%,No info,Domestic Beer - Outside of BC Beer,"Introducing our first ever mixed pack which includes our iconic Pilsner, our crisp tasting Pale Ale, and our new highly refreshing Session Lager. Enjoy three Steam Whistle premium styles worth of any celebration!
"
STEAMWORKS - FLAGSHIP 8 CAN,Canada,$14.99,/product/51210,6.7%,India Pale Ale,Domestic Beer - BC Craft Beer,No info
STEAMWORKS - HAZY PALE ALE CAN,Canada,$13.99,/product/171617,5%,Pale Ale,Domestic Beer - BC Craft Beer,No info
STEAMWORKS - KOLSCH TALL CAN,Canada,$2.29,/product/551937,4.8%,Altbier,Domestic Beer - BC Craft Beer,"Kolsch is a lagered ale that is fermented like an ale but conditioned like a Lager for an exceptionally easy-drinking beer. It has a balanced, low bitterness with a light body and delicate flavour. Our Kolsch has a malty, clean, chardonnay like aroma with a refreshing, dry finish.
"
STEAMWORKS - LIONS GATE LAGER CAN 355ML,Canada,$19.99,/product/175370,4.8%,Lager,Domestic Beer - BC Craft Beer,"Steamworks Premium Craft Lager has been steam brewed and deliberately aged to be distinctly flavourful and exceptionally easy-drinking. It’s a crisp, clean and refreshing Helles style lager perfect for any occasion. 
"
STEAMWORKS - MASH-UP 12 PACK,Canada,$21.99,/product/799809,5.5%,Variety Pack,Domestic Beer - BC Craft Beer,"Featuring a selection of award-winning classics and seasonal specialties. This 12-bottle Mash-Up has something for everyone!
"
STEAMWORKS - MASH-UP 8 TALL CAN PACK,Canada,$18.49,/product/862375,5%,Variety Pack,Domestic Beer - BC Craft Beer,"This Mash-Up features the newly released Flagship IPA. Alongside the Flagship IPA, you will find the highly coveted Heroica Red Ale,  Award Winning Pilsner, and the fan favourite, Pale Ale. A perfect take along to sample and share with friends.
"
STEAMWORKS - MASH-UP HOPPY 8 TALL CAN PACK,Canada,$19.99,/product/119523,6%,Variety Pack,Domestic Beer - BC Craft Beer,"Steamworks Hoppy 8 Tall Can Mash-Up features hop forward selections, perfect for IPA fans.
"
STEAMWORKS - PALE ALE,Canada,$11.99,/product/699553,5%,Pale Ale,Domestic Beer - BC Craft Beer,"This northwest style pale ale combines hints of lightly toasted malts with a beautiful  floral & citrus hop aroma that tingle the senses. Undertones of malt sweetness and a balanced hop bitterness make for a very refreshing  finish.
"
STEAMWORKS - PALE ALE TALL CAN,Canada,$2.29,/product/652735,5.2%,Pale Ale,Domestic Beer - BC Craft Beer,"Our Pale Ale is a west coast style pale with a light body and distinct floral hop aroma and flavour. Undertones of a malt sweetness and a balanced hop bitterness makes for a refreshing finish.
"
STEAMWORKS - PILSNER 8 CAN,Canada,$13.99,/product/102395,5%,Pilsner,Domestic Beer - BC Craft Beer,"A rich malty aroma gives way to a refreshing flavour with a slight floral hop character. The legendary Steamworks Pilsner is a crisp, complex and delicious brew perfect for any occcasion.
"
STEAMWORKS - PILSNER TALL CAN 473ML,Canada,$2.29,/product/585182,5%,Pilsner,Domestic Beer - BC Craft Beer,"A rich malty aroma gives way to a refreshing flavour with a slight floral hop character. The legendary Steamworks Pilsner is a crisp, complex and delicious brew perfect for any occcasion.  
"
STEAMWORKS - PUMPKIN ALE,Canada,$5.69,/product/273243,6.5%,Fruit Ale,Domestic Beer - BC Craft Beer,"Steamworks Pumpkin Ale is brewed in the fall with over 100 lbs of freshly harvested pumpkin. Pumpkin pie spices are added to the hopback to give this beautifully balanced ale nuances of homemade pumpkin pie. 
"
STEAMWORKS - SALTED CHOCOLATE PORTER 650ML,Canada,$5.69,/product/3655,6%,Porter,Domestic Beer - BC Craft Beer,"This Salted Chocolate Porter offers chocolate and vanilla aromas and a full body with rich chocolate flavours from a well-balanced combination of toasted and chocolate malts. While the addition of hand-harvested Pacific Ocean Fleur de Sel from Vancouver Island Salt Co. provides an intriguing flourish on the finish.
"
STEAMWORKS - TANGO DRY HOP SOUR,Canada,$5.59,/product/425371,5.5%,Sour,Domestic Beer - BC Craft Beer,"This pleasant, dry-hopped sour boasts a bright fruit character with aromas of candied citrus, juicy melon, and mellow stone fruit. It pours a hazy golden yellow with a stark white head.
"
